StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant_ID,Scenario,SecondaryTask,AlertEffectiveness,Understandability,Comprehension,Timing,SA_takeover,SA_traffic,SA_overall,SA_HiddenObj,Trust,Satisfaction_Overall,Confidence,Annoyance,Feedback,Perception1_urgency,Perception1_annoy,Perception2_urgency,Perception2_annoy,CompareEffective,CutomizableAlert,ComparedPreferAlert,PreferenceReason
2024-03-09 14:03:41,2024-03-09 14:09:45,IP Address,129.97.124.18,100,363,True,2024-03-09 14:09:45,R_1F4h6E9CG9za5wn,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,4385,4th Scenario,Easy,3,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Slightly,Car Crashes,,Somewhat satisfied,Moderately confident,Not annoying at all,,2,2,1,2,Definitely the first alert,3,The first alert,
2024-03-09 15:37:43,2024-03-09 15:39:42,IP Address,129.97.124.18,100,119,True,2024-03-09 15:39:43,R_1FrsIdeoLwkp2lH,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,8093,1st Scenario,I did not complete the secondary task,4,Strongly agree,Strongly agree,Slightly late,Strongly agree,Moderately aware,Moderately,,,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-09 15:47:27,2024-03-09 15:48:52,IP Address,129.97.124.18,100,84,True,2024-03-09 15:48:52,R_7rH8OuRw1x8V1Jv,,,,,43.474,-80.554,anonymous,EN,0.699999988079071,8093,2nd Scenario,Extremely Easy,2,Somewhat agree,Somewhat disagree,Slightly late,Somewhat disagree,Very aware,Moderately,,,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-09 15:56:23,2024-03-09 15:57:45,IP Address,129.97.124.18,100,81,True,2024-03-09 15:57:45,R_14IMDHYmwCJGu9r,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,8093,3rd Scenario,Easy,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Moderately aware,Very much,A Moose,,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-09 16:09:52,2024-03-09 16:16:43,IP Address,129.97.124.18,100,410,True,2024-03-09 16:16:43,R_5KVhJWTW1dkVq5X,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,8093,4th Scenario,Easy,3,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Slightly,A Moose,,Somewhat satisfied,Very confident,Not annoying at all,the moose outside the highway should have triggered some sort of warning,4,1,3,1,Definitely the first alert,5,The first alert,grabs attention more
2024-03-09 17:37:37,2024-03-09 17:41:17,IP Address,129.97.124.18,100,219,True,2024-03-09 17:41:18,R_1ruzdPpL62cpXF4,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1982,1st Scenario,Extremely Demanding,5,Strongly agree,Strongly agree,Slightly late,Somewhat disagree,Moderately aware,Very much,,,Somewhat satisfied,Moderately confident,Slightly annoying,The alert was kind of distracting when I thought I couldve handled the situation better myself.,,,,,,,,
2024-03-09 17:49:17,2024-03-09 17:52:14,IP Address,129.97.124.18,100,177,True,2024-03-09 17:52:14,R_7AQprTssT4guX2g,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1982,2nd Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Slightly,"Car Crashes,A Fire Truck,A Moose",,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-09 18:00:46,2024-03-09 18:02:40,IP Address,129.97.124.18,100,114,True,2024-03-09 18:02:40,R_1VkEDs6P802xxGV,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1982,3rd Scenario,Extremely Demanding,5,Strongly agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,A Cyclist,,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-09 18:15:03,2024-03-09 18:22:15,IP Address,129.97.124.18,100,431,True,2024-03-09 18:22:15,R_3xSoU4pfXhxEQLO,,,,,43.474,-80.554,anonymous,EN,0.699999988079071,1982,4th Scenario,Extremely Demanding,5,Somewhat agree,Somewhat agree,Slightly late,Neither agree nor disagree,Extremely aware,Slightly,"Car Crashes,An Ambulance,A Moose",,Somewhat satisfied,Extremely confident,Not annoying at all,,4,1,1,1,Definitely the first alert,5,The first alert,The first alert sounded more urgent and important because of the repetitive nature. But I would like to customize the settings for different alert situations.
2024-03-09 19:33:41,2024-03-09 19:35:49,IP Address,129.97.124.18,100,128,True,2024-03-09 19:35:50,R_39sHxPFfcTsisqY,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,4578,1st Scenario,I did not complete the secondary task,3,Strongly agree,Somewhat agree,Slightly late,Somewhat agree,Somewhat aware,Very much,Car Crashes,,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-09 19:43:50,2024-03-09 19:45:21,IP Address,129.97.124.18,100,91,True,2024-03-09 19:45:22,R_7qO31tbA6Vc3kxv,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,4578,2nd Scenario,I did not complete the secondary task,3,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Moderately aware,Moderately,A Cyclist,,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-09 20:01:20,2024-03-09 20:03:00,IP Address,129.97.124.18,100,100,True,2024-03-09 20:03:00,R_3rfiZr5X5xZWUsV,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,4578,3rd Scenario,Demanding,5,Somewhat agree,Strongly disagree,Just right,Somewhat disagree,Not aware at all,Slightly,"A Fire Truck,A Moose",,Somewhat satisfied,Somewhat confident,Not annoying at all,,,,,,,,,
2024-03-09 20:13:49,2024-03-09 20:20:49,IP Address,129.97.124.18,100,419,True,2024-03-09 20:20:49,R_5j6SlvHUOF274tv,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,4578,4th Scenario,Extremely Demanding,5,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Not aware at all,Slightly,An Ambulance,,Somewhat satisfied,Somewhat confident,Not annoying at all,,5,1,5,1,Definitely the first alert,5,The first alert,
2024-03-10 12:35:45,2024-03-10 12:38:53,IP Address,129.97.124.27,100,188,True,2024-03-10 12:38:54,R_5oRflq5UDOSVygm,,,,,43.474,-80.554,anonymous,EN,1,5019,1st Scenario,I did not complete the secondary task,,,,,,Moderately aware,,"An Ambulance,A Moose",,,,,,,,,,,,,
2024-03-10 12:48:53,2024-03-10 12:50:47,IP Address,129.97.124.27,100,114,True,2024-03-10 12:50:48,R_2L0VgYlL354em6V,,,,,43.474,-80.554,anonymous,EN,1,5019,2nd Scenario,Moderate,4,Somewhat agree,Strongly agree,Too late,Somewhat agree,Somewhat aware,Slightly,A Cyclist,,Somewhat satisfied,Moderately confident,Not annoying at all,"The alert system was effective, it was just too late.",,,,,,,,
2024-03-10 12:57:50,2024-03-10 12:59:39,IP Address,129.97.124.27,100,108,True,2024-03-10 12:59:39,R_2zpSrzelkb7VEIr,,,,,43.474,-80.554,anonymous,EN,1,5019,3rd Scenario,Easy,5,Strongly agree,Neither agree nor disagree,Just right,Strongly agree,Moderately aware,Very much,"A Fire Truck,A Moose",,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-10 13:05:39,2024-03-10 13:14:28,IP Address,129.97.124.27,100,529,True,2024-03-10 13:14:29,R_2D0u6zjDZfbP3gS,,,,,43.474,-80.554,anonymous,EN,1,5019,4th Scenario,Extremely Easy,5,Somewhat agree,Strongly agree,Just right,Strongly agree,Somewhat aware,Very much,An Ambulance,,Strongly satisfied,Extremely confident,Not annoying at all,,5,2,5,4,Both equally,3,The first alert,The first is attention capturing but less annoying
2024-03-10 15:43:17,2024-03-10 15:45:17,IP Address,129.97.124.27,100,119,True,2024-03-10 15:45:18,R_2pb4OcuLxJbM74t,,,,,43.474,-80.554,anonymous,EN,1,8564,1st Scenario,Moderate,4,Strongly agree,Neither agree nor disagree,Slightly late,Somewhat agree,Moderately aware,Moderately,"An Ambulance,A Fire Truck",,Somewhat satisfied,Moderately confident,Slightly annoying,,,,,,,,,
2024-03-10 15:54:59,2024-03-10 15:56:28,IP Address,129.97.124.27,100,89,True,2024-03-10 15:56:28,R_3M6vVeouZwx49Vh,,,,,43.474,-80.554,anonymous,EN,1,8564,2nd Scenario,Easy,5,Strongly agree,Somewhat agree,Just right,Strongly agree,Very aware,Very much,A Fire Truck,,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-10 16:04:04,2024-03-10 16:06:54,IP Address,129.97.124.27,100,169,True,2024-03-10 16:06:54,R_22lG8udnudZasUO,,,,,43.474,-80.554,anonymous,EN,1,8564,3rd Scenario,Demanding,4,Strongly agree,Somewhat agree,Slightly late,Somewhat disagree,Very aware,Moderately,Car Crashes,,Somewhat disatisfied,Very confident,Slightly annoying,Instead of th system prompting take control and driver pressing break can it grant control automatically after the alert,,,,,,,,
2024-03-10 16:17:39,2024-03-10 16:23:41,IP Address,129.97.124.27,100,361,True,2024-03-10 16:23:41,R_3BlZYxI60R2BcjO,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,8564,4th Scenario,Moderate,4,Somewhat agree,Somewhat agree,Slightly late,Somewhat disagree,Very aware,Moderately,A Moose,,Strongly disatisfied,Very confident,Not annoying at all,The alert to take control was too late,3,1,1,2,Definitely the first alert,4,The first alert,Alert sound was more clear and comfortable to hear for the first alert. Second alert was a little annoying.
2024-03-10 18:07:28,2024-03-10 18:09:45,IP Address,129.97.124.27,100,137,True,2024-03-10 18:09:46,R_2PenWgXSAoukh9L,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1843,1st Scenario,I did not complete the secondary task,3,Somewhat disagree,Somewhat disagree,Too late,Neither agree nor disagree,Moderately aware,Slightly,Car Crashes,,Somewhat disatisfied,Somewhat confident,Slightly annoying,"The alert was a little late ",,,,,,,,
2024-03-10 18:17:46,2024-03-10 18:19:11,IP Address,129.97.124.27,100,84,True,2024-03-10 18:19:12,R_2KqcUdzCjVKL9ry,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1843,2nd Scenario,I did not complete the secondary task,3,Somewhat disagree,Somewhat disagree,Slightly late,Neither agree nor disagree,Moderately aware,Slightly,"Car Crashes,A Fire Truck,A Moose",,Somewhat disatisfied,Moderately confident,Slightly annoying,,,,,,,,,
2024-03-10 18:27:47,2024-03-10 18:28:57,IP Address,129.97.124.27,100,69,True,2024-03-10 18:28:57,R_3e84cUuBmUfjzhx,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1843,3rd Scenario,Moderate,3,Neither agree nor disagree,Somewhat disagree,Slightly late,Somewhat disagree,Somewhat aware,Slightly,,,Somewhat disatisfied,Very confident,Slightly annoying,,,,,,,,,
2024-03-10 18:42:06,2024-03-10 18:46:53,IP Address,129.97.124.27,100,287,True,2024-03-10 18:46:54,R_2QV3SaCSu3G4ACt,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1843,4th Scenario,Easy,3,Neither agree nor disagree,Somewhat disagree,Slightly late,Somewhat disagree,Somewhat aware,Slightly,"Car Crashes,An Ambulance",,Neither satisfied nor disatisfied,Moderately confident,Slightly annoying,,4,2,2,3,Definitely the first alert,5,The first alert,"Louder and unique "
2024-03-11 12:40:34,2024-03-11 12:44:56,IP Address,129.97.124.25,100,262,True,2024-03-11 12:44:57,R_2qUmFJbSUizMCQ7,,,,,43.474,-80.554,anonymous,EN,1,1152,1st Scenario,I did not complete the secondary task,2,Somewhat disagree,Neither agree nor disagree,Too late,Strongly disagree,Very aware,Slightly,"Car Crashes,A Moose",,Somewhat disatisfied,Somewhat confident,Very annoying,I think it was too late and it interruped me when I already decides to change the lane.,,,,,,,,
2024-03-11 12:55:16,2024-03-11 12:57:53,IP Address,129.97.124.25,100,156,True,2024-03-11 12:57:53,R_1oC5xMR2NHtVuRL,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1152,2nd Scenario,I did not complete the secondary task,5,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Extremely aware,Very much,,,Somewhat satisfied,Moderately confident,Not annoying at all,This one was good!,,,,,,,,
2024-03-11 13:06:41,2024-03-11 13:09:26,IP Address,129.97.124.25,100,164,True,2024-03-11 13:09:27,R_3Emoa11HGNPwSv3,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1152,3rd Scenario,Easy,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,A Moose,,Strongly satisfied,Extremely confident,Not annoying at all,The alert saved me this time!,,,,,,,,
2024-03-11 13:20:25,2024-03-11 13:26:54,IP Address,129.97.124.25,100,388,True,2024-03-11 13:26:55,R_5iyeRSlr8romprQ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1152,4th Scenario,Easy,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,,,Somewhat satisfied,Extremely confident,Not annoying at all,,4,1,2,1,Definitely the first alert,5,The first alert,I felt it more serious.
2024-03-11 18:33:09,2024-03-11 18:36:21,IP Address,129.97.124.25,100,192,True,2024-03-11 18:36:21,R_7NWd6iFnaUlDD1E,,,,,43.474,-80.554,anonymous,EN,1,1763,1st Scenario,I did not complete the secondary task,2,Somewhat agree,Somewhat disagree,Slightly late,Somewhat agree,Very aware,Slightly,An Ambulance,4,Somewhat disatisfied,Moderately confident,Not annoying at all,"Didn't see a request for when the cars pulled out of the shoulder, and when i took over when i thought the autopilot wouldn't stop it was more muscle memory than looking at the alerts.",,,,,,,,
2024-03-11 18:44:13,2024-03-11 18:47:04,IP Address,129.97.124.25,100,170,True,2024-03-11 18:47:05,R_1N3yLz3tXgLMDi7,,,,,43.474,-80.554,anonymous,EN,1,1763,2nd Scenario,I did not complete the secondary task,5,Somewhat disagree,Strongly agree,Just right,Strongly agree,Very aware,Very much,"A Fire Truck,A Moose",5,Somewhat satisfied,Moderately confident,Not annoying at all,"I took control fairly early, once i saw the two cars infront of me driving a bit odd. What was weird was that I thought i turned off the autopilot and ACC but seemingly it didn't and it auto braked for me, whenbi thought i haf enough time to do so myself.",,,,,,,,
2024-03-11 18:55:03,2024-03-11 18:57:09,IP Address,129.97.124.25,100,126,True,2024-03-11 18:57:10,R_30J0AWO6SmkTllu,,,,,43.474,-80.554,anonymous,EN,1,1763,3rd Scenario,Extremely Easy,5,Strongly agree,Somewhat agree,Slightly late,Somewhat disagree,Somewhat aware,Moderately,A Cyclist,3,Strongly satisfied,Moderately confident,Not annoying at all,"The sound notification was pleasant to hear and was loud enough to grab my attention. I paid attention as i was dtiving toward the truck, so i was prepared to take over.",,,,,,,,
2024-03-11 19:10:05,2024-03-11 19:17:49,IP Address,129.97.124.25,100,463,True,2024-03-11 19:17:49,R_8nBL8hnbXOENE1b,,,,,43.474,-80.554,anonymous,EN,1,1763,4th Scenario,Moderate,5,Strongly agree,Somewhat disagree,Slightly late,Somewhat disagree,Somewhat aware,Moderately,"Car Crashes,An Ambulance",4,Somewhat satisfied,Moderately confident,Not annoying at all,"I think for the lane closure for the traffic conditions that were set, it was okay. I think the secondary task and the curve made it difficult to regain control of the car in a safe manner.",2,1,3,1,Somewhat the second alert,5,The first alert,"The first alert is a lot morw pleasant to hear but in turn doesn't creste an urgency feel. If the sound was tailored with also haptic feel on the steering wheel that would create a better ugency feeling. For the sound itself, maybeba harsher sound depending on the severity of the situation, if possible "
2024-03-11 20:36:36,2024-03-11 20:40:37,IP Address,129.97.124.25,100,241,True,2024-03-11 20:40:37,R_33xQphkMiPhcLRQ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5647,1st Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Slightly late,Strongly agree,Moderately aware,Completely,,4,Strongly satisfied,Very confident,Not annoying at all,I wish the timing was a little earlier. Taking over is also not the easiest because you have to adjust the steering wheel which causes the car to move around.,,,,,,,,
2024-03-11 20:48:20,2024-03-11 20:50:17,IP Address,129.97.124.25,100,116,True,2024-03-11 20:50:18,R_5zZYbjzAMK3QOwF,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5647,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Just right,Strongly agree,Extremely aware,Completely,"A Fire Truck,A Moose",4,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-11 20:58:29,2024-03-11 21:00:30,IP Address,129.97.124.25,100,120,True,2024-03-11 21:00:31,R_5dht0ddvVbWWblf,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5647,3rd Scenario,Demanding,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Completely,,4,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-11 21:11:02,2024-03-11 21:21:54,IP Address,129.97.124.25,100,651,True,2024-03-11 21:21:54,R_5QrYDARWzvIl4kh,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5647,4th Scenario,Extremely Demanding,,,,,,Very aware,,"Car Crashes,A Moose",4,,,,The take over visual alert is less useful than the auditory alert.,3,1,2,2,Somewhat the first alert,3,The first alert,The second one sounds more like a notification with less importance but the first one was more attention grabbing.
2024-03-12 14:32:32,2024-03-12 14:35:02,IP Address,129.97.124.15,100,149,True,2024-03-12 14:35:03,R_2xfIQuskN7BGjQZ,,,,,43.474,-80.554,anonymous,EN,1,7452,1st Scenario,I did not complete the secondary task,4,Strongly agree,Strongly agree,Just right,Somewhat agree,Moderately aware,Very much,"Car Crashes,A Moose",3,Somewhat satisfied,Very confident,Slightly annoying,"Can be difficult to look down at the alert system when driving, you can forget what is going on around you when looking down",,,,,,,,
2024-03-12 14:43:20,2024-03-12 14:45:23,IP Address,129.97.124.15,100,122,True,2024-03-12 14:45:23,R_8wgiLeGKR9q8xed,,,,,43.474,-80.554,anonymous,EN,1,7452,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Somewhat disagree,Just right,Somewhat agree,Moderately aware,Very much,A Cyclist,4,Somewhat satisfied,Very confident,Slightly annoying,Can take some time to read the alert,,,,,,,,
2024-03-12 14:53:23,2024-03-12 14:55:12,IP Address,129.97.124.15,100,108,True,2024-03-12 14:55:12,R_1rMU22JgVbbbRPM,,,,,43.474,-80.554,anonymous,EN,1,7452,3rd Scenario,Moderate,5,Somewhat agree,Strongly agree,Just right,Somewhat agree,Moderately aware,Very much,"A Fire Truck,A Moose",4,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-12 15:01:46,2024-03-12 15:13:06,IP Address,129.97.124.15,100,679,True,2024-03-12 15:13:07,R_15T4lY8rLM6laiH,,,,,43.474,-80.554,anonymous,EN,1,7452,4th Scenario,Moderate,4,Somewhat agree,Somewhat agree,Just right,Strongly agree,Moderately aware,Very much,An Ambulance,4,Somewhat satisfied,Very confident,Not annoying at all,,3,1,1,1,Definitely the first alert,5,The first alert,"Louder, longer, more urgent sounding "
2024-03-12 18:36:11,2024-03-12 18:37:59,IP Address,129.97.124.15,100,107,True,2024-03-12 18:37:59,R_3H7OAIAPPRmpmNj,,,,,43.474,-80.554,anonymous,EN,1,5823,1st Scenario,I did not complete the secondary task,4,Somewhat disagree,Somewhat disagree,Slightly late,Neither agree nor disagree,Extremely aware,Completely,,4,Somewhat disatisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-12 18:46:45,2024-03-12 18:48:19,IP Address,129.97.124.15,100,94,True,2024-03-12 18:48:19,R_3X7Eun4xUn1gxJl,,,,,43.474,-80.554,anonymous,EN,1,5823,2nd Scenario,I did not complete the secondary task,3,Neither agree nor disagree,Somewhat disagree,Just right,Strongly disagree,Extremely aware,Slightly,A Cyclist,3,Somewhat disatisfied,Extremely confident,Slightly annoying,,,,,,,,,
2024-03-12 18:56:29,2024-03-12 18:58:00,IP Address,129.97.124.15,100,90,True,2024-03-12 18:58:00,R_3ZOiCnUHMwvCFvr,,,,,43.474,-80.554,anonymous,EN,1,5823,3rd Scenario,Demanding,4,Somewhat disagree,Somewhat agree,Just right,Somewhat agree,Somewhat aware,Very much,A Moose,3,Neither satisfied nor disatisfied,Very confident,Moderately annoying,,,,,,,,,
2024-03-12 19:08:44,2024-03-12 19:14:12,IP Address,129.97.124.15,100,328,True,2024-03-12 19:14:13,R_31dUoG0x8kwLO84,,,,,43.474,-80.554,anonymous,EN,1,5823,4th Scenario,Demanding,4,Somewhat disagree,Somewhat disagree,Slightly early,Somewhat disagree,Somewhat aware,Moderately,A Moose,3,Somewhat disatisfied,Extremely confident,Moderately annoying,,1,2,1,1,Somewhat the first alert,2,The first alert,The first alert seems more serious however still not as serious as some others i have encountered in real cars
2024-03-13 19:55:22,2024-03-13 19:57:36,IP Address,129.97.124.27,100,134,True,2024-03-13 19:57:37,R_3rOIPz30zUUNeug,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,9345,1st Scenario,Extremely Easy,5,Strongly agree,Strongly agree,Slightly early,Strongly agree,Very aware,Completely,,4,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-13 20:05:26,2024-03-13 20:06:53,IP Address,129.97.124.27,100,86,True,2024-03-13 20:06:54,R_2P6wbmAYteEcLZG,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,9345,2nd Scenario,Extremely Easy,5,Strongly agree,Strongly agree,Just right,Strongly agree,Extremely aware,Moderately,"A Fire Truck,A Moose",5,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-13 20:15:07,2024-03-13 20:16:32,IP Address,129.97.124.27,100,85,True,2024-03-13 20:16:33,R_2B8S5jT4uE54mlC,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,9345,3rd Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Extremely aware,Slightly,A Cyclist,5,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-13 20:27:08,2024-03-13 20:32:35,IP Address,129.97.124.27,100,327,True,2024-03-13 20:32:36,R_2fCSaQhtWDv2CA4,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,9345,4th Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Slightly,"Car Crashes,A Moose",5,Strongly satisfied,Extremely confident,Not annoying at all,,5,1,4,3,Definitely the first alert,4,The first alert,The second alert sounded more like a mobile phone notification.
2024-03-15 10:55:57,2024-03-15 10:59:10,IP Address,129.97.124.24,100,192,True,2024-03-15 10:59:10,R_2czRJdIEvj8pBfn,,,,,43.474,-80.554,anonymous,EN,1,2890,1st Scenario,I did not complete the secondary task,4,Strongly agree,Neither agree nor disagree,Slightly late,Strongly agree,Extremely aware,Not at all,A Moose,4,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-15 11:06:45,2024-03-15 11:08:58,IP Address,129.97.124.24,100,133,True,2024-03-15 11:08:58,R_7dKZ887Zn80VVrZ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,2890,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,A Moose,4,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-15 11:18:08,2024-03-15 11:20:15,IP Address,129.97.124.24,100,127,True,2024-03-15 11:20:16,R_3r2k0Qrrzfxpio0,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,2890,3rd Scenario,Demanding,3,Strongly agree,Neither agree nor disagree,Just right,Strongly agree,Moderately aware,Slightly,A Cyclist,4,Somewhat satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-15 11:27:14,2024-03-15 11:33:36,IP Address,129.97.124.24,100,381,True,2024-03-15 11:33:36,R_3FnrtUSiGAN2Dkd,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,2890,4th Scenario,Demanding,5,Somewhat agree,Neither agree nor disagree,Slightly late,Somewhat agree,Moderately aware,Slightly,,4,Somewhat satisfied,Moderately confident,Not annoying at all,,4,1,2,2,Definitely the first alert,4,The first alert,First one is more attention grabbing
2024-03-15 12:38:51,2024-03-15 12:41:41,IP Address,129.97.124.24,100,169,True,2024-03-15 12:41:42,R_178p4DdXkH1ZGyo,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5310,1st Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Slightly early,Somewhat agree,Moderately aware,Slightly,,3,Somewhat disatisfied,Moderately confident,Slightly annoying,"If the alerts had some sort of haptic feedback on the wheel or a chime, they would have been much easier to comprehend",,,,,,,,
2024-03-15 12:49:00,2024-03-15 12:51:37,IP Address,129.97.124.24,100,157,True,2024-03-15 12:51:38,R_2MLMoommXPYzKiM,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5310,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,"Car Crashes,A Moose",4,Strongly satisfied,Moderately confident,Not annoying at all,Instead of having to choose and gamble when the lane keep assist will start working it would be easier if the car itself gave me a prompt when its ready to keep in the center of the lane as the guessing work makes it a bit difficult,,,,,,,,
2024-03-15 13:00:30,2024-03-15 13:04:37,IP Address,129.97.124.24,100,246,True,2024-03-15 13:04:38,R_1IiweaAgG5oUiIv,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,5310,3rd Scenario,Easy,,,,,,Very aware,,,4,,,,,,,,,,,,
2024-03-15 13:15:58,2024-03-15 13:22:23,IP Address,129.97.124.24,100,385,True,2024-03-15 13:22:23,R_5CIbD5sieZA8goP,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,5310,4th Scenario,Extremely Easy,4,Somewhat agree,Somewhat agree,Just right,Strongly agree,Very aware,Moderately,A Moose,5,Somewhat satisfied,Very confident,Not annoying at all,,5,1,2,4,Definitely the first alert,4,The first alert,"If the alert is something urgent, definitely the first one since I did not feel the need to look at the dashboard and knew something is wrong but with the second one it didnt feel that urgent and made me think it can be something trivial so I had to look over and read what it said to understand whats going on"
2024-03-16 12:51:09,2024-03-16 12:57:06,IP Address,129.97.124.24,100,357,True,2024-03-16 12:57:07,R_2H8iryDU6wtoPgo,,,,,43.474,-80.554,anonymous,EN,1,6028,1st Scenario,I did not complete the secondary task,,,,,,Moderately aware,,,2,,,,Did not receive an alert (took over before). Autopilot was a little faulty during a curve.,,,,,,,,
2024-03-16 13:04:50,2024-03-16 13:08:04,IP Address,129.97.124.24,100,194,True,2024-03-16 13:08:05,R_5jv4DNua1bB8grT,,,,,43.474,-80.554,anonymous,EN,1,6028,2nd Scenario,I did not complete the secondary task,5,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat agree,Moderately aware,Moderately,A Moose,4,Somewhat satisfied,Somewhat confident,Not annoying at all,Alert was well timed but its message could have been more clear. Told me to take over but there was also a car in the adjacent lane.,,,,,,,,
2024-03-16 13:17:39,2024-03-16 13:20:13,IP Address,129.97.124.24,100,154,True,2024-03-16 13:20:14,R_7G2LDArULZkE4HK,,,,,43.474,-80.554,anonymous,EN,1,6028,3rd Scenario,Moderate,5,Somewhat agree,Strongly agree,Slightly late,Somewhat agree,Moderately aware,Very much,,3,Somewhat satisfied,Moderately confident,Not annoying at all,Alert could have been slightly earlier for improved safety.,,,,,,,,
2024-03-16 13:27:17,2024-03-16 13:33:35,IP Address,129.97.124.24,100,377,True,2024-03-16 13:33:35,R_1m4aNHiQCxkjWJY,,,,,43.474,-80.554,anonymous,EN,1,6028,4th Scenario,Moderate,5,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Moderately aware,Very much,,4,Somewhat satisfied,Moderately confident,Not annoying at all,,4,1,3,2,Somewhat the first alert,4,The first alert,Sounded more critical. The second alert sounded like a text notification.
