StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant_ID,Scenario,SecondaryTask,AlertEffectiveness,Understandability,Comprehension,Timing,SA_takeover,SA_traffic,SA_overall,SA_HiddenObj,Trust,Satisfaction_Overall,Confidence,Annoyance,Feedback,Perception1_urgency,Perception1_annoy,Perception2_urgency,Perception2_annoy,CompareEffective,CutomizableAlert,ComparedPreferAlert,PreferenceReason
2024-03-10 18:27:47,2024-03-10 18:28:57,0,129.97.124.27,100,69,1,2024-03-10 18:28:57,R_3e84cUuBmUfjzhx,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1843,3,3,3,3,4,3,2,2,2,,,2,4,2,,,,,,,,,
2024-03-10 18:42:06,2024-03-10 18:46:53,0,129.97.124.27,100,287,1,2024-03-10 18:46:54,R_2QV3SaCSu3G4ACt,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1843,4,2,3,3,4,3,2,2,2,"1,2",,3,3,2,,4,2,2,3,1,5,1,"Louder and unique "
2024-03-11 12:40:34,2024-03-11 12:44:56,0,129.97.124.25,100,262,1,2024-03-11 12:44:57,R_2qUmFJbSUizMCQ7,,,,,43.474,-80.554,anonymous,EN,1,1152,1,0,2,2,3,1,1,4,2,"1,4",,2,2,4,I think it was too late and it interruped me when I already decides to change the lane.,,,,,,,,
2024-03-11 12:55:16,2024-03-11 12:57:53,0,129.97.124.25,100,156,1,2024-03-11 12:57:53,R_1oC5xMR2NHtVuRL,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1152,2,0,5,4,2,5,4,5,4,,,4,3,1,This one was good!,,,,,,,,
2024-03-11 13:06:41,2024-03-11 13:09:26,0,129.97.124.25,100,164,1,2024-03-11 13:09:27,R_3Emoa11HGNPwSv3,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1152,3,2,5,5,1,5,5,4,4,4,,5,5,1,The alert saved me this time!,,,,,,,,
2024-03-11 13:20:25,2024-03-11 13:26:54,0,129.97.124.25,100,388,1,2024-03-11 13:26:55,R_5iyeRSlr8romprQ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,1152,4,2,5,5,1,5,5,4,4,,,4,5,1,,4,1,2,1,1,5,1,I felt it more serious.
2024-03-11 18:33:09,2024-03-11 18:36:21,0,129.97.124.25,100,192,1,2024-03-11 18:36:21,R_7NWd6iFnaUlDD1E,,,,,43.474,-80.554,anonymous,EN,1,1763,1,0,2,4,4,3,4,4,2,2,4,2,3,1,"Didn't see a request for when the cars pulled out of the shoulder, and when i took over when i thought the autopilot wouldn't stop it was more muscle memory than looking at the alerts.",,,,,,,,
2024-03-11 18:44:13,2024-03-11 18:47:04,0,129.97.124.25,100,170,1,2024-03-11 18:47:05,R_1N3yLz3tXgLMDi7,,,,,43.474,-80.554,anonymous,EN,1,1763,2,0,5,2,1,5,5,4,4,"3,4",5,4,3,1,"I took control fairly early, once i saw the two cars infront of me driving a bit odd. What was weird was that I thought i turned off the autopilot and ACC but seemingly it didn't and it auto braked for me, whenbi thought i haf enough time to do so myself.",,,,,,,,
2024-03-11 18:55:03,2024-03-11 18:57:09,0,129.97.124.25,100,126,1,2024-03-11 18:57:10,R_30J0AWO6SmkTllu,,,,,43.474,-80.554,anonymous,EN,1,1763,3,1,5,5,2,3,2,2,3,5,3,5,3,1,"The sound notification was pleasant to hear and was loud enough to grab my attention. I paid attention as i was dtiving toward the truck, so i was prepared to take over.",,,,,,,,
2024-03-11 19:10:05,2024-03-11 19:17:49,0,129.97.124.25,100,463,1,2024-03-11 19:17:49,R_8nBL8hnbXOENE1b,,,,,43.474,-80.554,anonymous,EN,1,1763,4,3,5,5,4,3,2,2,3,"1,2",4,4,3,1,"I think for the lane closure for the traffic conditions that were set, it was okay. I think the secondary task and the curve made it difficult to regain control of the car in a safe manner.",2,1,3,1,4,5,1,"The first alert is a lot morw pleasant to hear but in turn doesn't creste an urgency feel. If the sound was tailored with also haptic feel on the steering wheel that would create a better ugency feeling. For the sound itself, maybeba harsher sound depending on the severity of the situation, if possible "
2024-03-11 20:36:36,2024-03-11 20:40:37,0,129.97.124.25,100,241,1,2024-03-11 20:40:37,R_33xQphkMiPhcLRQ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5647,1,0,5,5,1,3,5,3,5,,4,5,4,1,I wish the timing was a little earlier. Taking over is also not the easiest because you have to adjust the steering wheel which causes the car to move around.,,,,,,,,
2024-03-11 20:48:20,2024-03-11 20:50:17,0,129.97.124.25,100,116,1,2024-03-11 20:50:18,R_5zZYbjzAMK3QOwF,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5647,2,0,5,5,1,5,5,5,5,"3,4",4,5,4,1,,,,,,,,,
2024-03-11 20:58:29,2024-03-11 21:00:30,0,129.97.124.25,100,120,1,2024-03-11 21:00:31,R_5dht0ddvVbWWblf,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5647,3,4,5,5,1,5,5,3,5,,4,5,4,1,,,,,,,,,
2024-03-11 21:11:02,2024-03-11 21:21:54,0,129.97.124.25,100,651,1,2024-03-11 21:21:54,R_5QrYDARWzvIl4kh,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5647,4,5,,,,,,4,,"1,4",4,,,,The take over visual alert is less useful than the auditory alert.,3,1,2,2,2,3,1,The second one sounds more like a notification with less importance but the first one was more attention grabbing.
2024-03-12 14:32:32,2024-03-12 14:35:02,0,129.97.124.15,100,149,1,2024-03-12 14:35:03,R_2xfIQuskN7BGjQZ,,,,,43.474,-80.554,anonymous,EN,1,7452,1,0,4,5,1,5,4,3,4,"1,4",3,4,4,2,"Can be difficult to look down at the alert system when driving, you can forget what is going on around you when looking down",,,,,,,,
2024-03-12 14:43:20,2024-03-12 14:45:23,0,129.97.124.15,100,122,1,2024-03-12 14:45:23,R_8wgiLeGKR9q8xed,,,,,43.474,-80.554,anonymous,EN,1,7452,2,0,5,5,4,5,4,3,4,5,4,4,4,2,Can take some time to read the alert,,,,,,,,
2024-03-12 14:53:23,2024-03-12 14:55:12,0,129.97.124.15,100,108,1,2024-03-12 14:55:12,R_1rMU22JgVbbbRPM,,,,,43.474,-80.554,anonymous,EN,1,7452,3,3,5,4,1,5,4,3,4,"3,4",4,4,4,1,,,,,,,,,
2024-03-12 15:01:46,2024-03-12 15:13:06,0,129.97.124.15,100,679,1,2024-03-12 15:13:07,R_15T4lY8rLM6laiH,,,,,43.474,-80.554,anonymous,EN,1,7452,4,3,4,4,2,5,5,3,4,2,4,4,4,1,,3,1,1,1,1,5,1,"Louder, longer, more urgent sounding "
2024-03-12 18:36:11,2024-03-12 18:37:59,0,129.97.124.15,100,107,1,2024-03-12 18:37:59,R_3H7OAIAPPRmpmNj,,,,,43.474,-80.554,anonymous,EN,1,5823,1,0,4,2,4,3,3,5,5,,4,2,4,1,,,,,,,,,
2024-03-12 18:46:45,2024-03-12 18:48:19,0,129.97.124.15,100,94,1,2024-03-12 18:48:19,R_3X7Eun4xUn1gxJl,,,,,43.474,-80.554,anonymous,EN,1,5823,2,0,3,3,4,5,1,5,2,5,3,2,5,2,,,,,,,,,
2024-03-12 18:56:29,2024-03-12 18:58:00,0,129.97.124.15,100,90,1,2024-03-12 18:58:00,R_3ZOiCnUHMwvCFvr,,,,,43.474,-80.554,anonymous,EN,1,5823,3,4,4,2,2,5,4,2,4,4,3,3,4,3,,,,,,,,,
2024-03-12 19:08:44,2024-03-12 19:14:12,0,129.97.124.15,100,328,1,2024-03-12 19:14:13,R_31dUoG0x8kwLO84,,,,,43.474,-80.554,anonymous,EN,1,5823,4,4,4,2,4,4,2,2,3,4,3,2,5,3,,1,2,1,1,2,2,1,The first alert seems more serious however still not as serious as some others i have encountered in real cars
2024-03-13 19:55:22,2024-03-13 19:57:36,0,129.97.124.27,100,134,1,2024-03-13 19:57:37,R_3rOIPz30zUUNeug,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,9345,1,1,5,5,1,4,5,4,5,,4,5,4,1,,,,,,,,,
2024-03-13 20:05:26,2024-03-13 20:06:53,0,129.97.124.27,100,86,1,2024-03-13 20:06:54,R_2P6wbmAYteEcLZG,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,9345,2,1,5,5,1,5,5,5,3,"3,4",5,5,5,1,,,,,,,,,
2024-03-13 20:15:07,2024-03-13 20:16:32,0,129.97.124.27,100,85,1,2024-03-13 20:16:33,R_2B8S5jT4uE54mlC,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,9345,3,3,5,5,1,5,5,5,2,5,5,5,5,1,,,,,,,,,
2024-03-13 20:27:08,2024-03-13 20:32:35,0,129.97.124.27,100,327,1,2024-03-13 20:32:36,R_2fCSaQhtWDv2CA4,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,9345,4,3,5,5,1,5,5,4,2,"1,4",5,5,5,1,,5,1,4,3,1,4,1,The second alert sounded more like a mobile phone notification.
2024-03-15 10:55:57,2024-03-15 10:59:10,0,129.97.124.24,100,192,1,2024-03-15 10:59:10,R_2czRJdIEvj8pBfn,,,,,43.474,-80.554,anonymous,EN,1,2890,1,0,4,5,3,3,5,5,1,4,4,4,4,1,,,,,,,,,
2024-03-15 11:06:45,2024-03-15 11:08:58,0,129.97.124.24,100,133,1,2024-03-15 11:08:58,R_7dKZ887Zn80VVrZ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,2890,2,0,5,5,1,5,5,4,4,4,4,5,4,1,,,,,,,,,
2024-03-15 11:18:08,2024-03-15 11:20:15,0,129.97.124.24,100,127,1,2024-03-15 11:20:16,R_3r2k0Qrrzfxpio0,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,2890,3,4,3,5,3,5,5,3,2,5,4,4,5,1,,,,,,,,,
2024-03-15 11:27:14,2024-03-15 11:33:36,0,129.97.124.24,100,381,1,2024-03-15 11:33:36,R_3FnrtUSiGAN2Dkd,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,2890,4,4,5,4,3,3,4,3,2,,4,4,3,1,,4,1,2,2,1,4,1,First one is more attention grabbing
2024-03-15 12:38:51,2024-03-15 12:41:41,0,129.97.124.24,100,169,1,2024-03-15 12:41:42,R_178p4DdXkH1ZGyo,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5310,1,0,4,4,2,4,4,3,2,,3,2,3,2,"If the alerts had some sort of haptic feedback on the wheel or a chime, they would have been much easier to comprehend",,,,,,,,
2024-03-15 12:49:00,2024-03-15 12:51:37,0,129.97.124.24,100,157,1,2024-03-15 12:51:38,R_2MLMoommXPYzKiM,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5310,2,0,5,5,2,5,4,4,3,"1,4",4,5,3,1,Instead of having to choose and gamble when the lane keep assist will start working it would be easier if the car itself gave me a prompt when its ready to keep in the center of the lane as the guessing work makes it a bit difficult,,,,,,,,
2024-03-15 13:00:30,2024-03-15 13:04:37,0,129.97.124.24,100,246,1,2024-03-15 13:04:38,R_1IiweaAgG5oUiIv,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,5310,3,2,,,,,,4,,,4,,,,,,,,,,,,
2024-03-15 13:15:58,2024-03-15 13:22:23,0,129.97.124.24,100,385,1,2024-03-15 13:22:23,R_5CIbD5sieZA8goP,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,5310,4,1,4,4,2,5,5,4,3,4,5,4,4,1,,5,1,2,4,1,4,1,"If the alert is something urgent, definitely the first one since I did not feel the need to look at the dashboard and knew something is wrong but with the second one it didnt feel that urgent and made me think it can be something trivial so I had to look over and read what it said to understand whats going on"
2024-03-16 12:51:09,2024-03-16 12:57:06,0,129.97.124.24,100,357,1,2024-03-16 12:57:07,R_2H8iryDU6wtoPgo,,,,,43.474,-80.554,anonymous,EN,1,6028,1,0,,,,,,3,,,2,,,,Did not receive an alert (took over before). Autopilot was a little faulty during a curve.,,,,,,,,
2024-03-16 13:04:50,2024-03-16 13:08:04,0,129.97.124.24,100,194,1,2024-03-16 13:08:05,R_5jv4DNua1bB8grT,,,,,43.474,-80.554,anonymous,EN,1,6028,2,0,5,2,4,3,4,3,3,4,4,4,2,1,Alert was well timed but its message could have been more clear. Told me to take over but there was also a car in the adjacent lane.,,,,,,,,
2024-03-16 13:17:39,2024-03-16 13:20:13,0,129.97.124.24,100,154,1,2024-03-16 13:20:14,R_7G2LDArULZkE4HK,,,,,43.474,-80.554,anonymous,EN,1,6028,3,3,5,4,1,3,4,3,4,,3,4,3,1,Alert could have been slightly earlier for improved safety.,,,,,,,,
2024-03-16 13:27:17,2024-03-16 13:33:35,0,129.97.124.24,100,377,1,2024-03-16 13:33:35,R_1m4aNHiQCxkjWJY,,,,,43.474,-80.554,anonymous,EN,1,6028,4,3,5,4,2,3,4,3,4,,4,4,3,1,,4,1,3,2,2,4,1,Sounded more critical. The second alert sounded like a text notification.
2024-03-16 14:46:50,2024-03-16 14:55:11,0,129.97.124.24,100,501,1,2024-03-16 14:55:12,R_16kF3EjGkPp03nQ,,,,,43.474,-80.554,anonymous,EN,1,8921,1,0,3,3,4,4,4,4,3,,4,4,3,1,"The alert was a little bit earlier so I didn't understand what caused it, after some seconds I saw the problem and took over the control.",,,,,,,,
2024-03-16 15:10:38,2024-03-16 15:13:39,0,129.97.124.24,100,181,1,2024-03-16 15:13:40,R_6UbXijHS9GvBubM,,,,,43.474,-80.554,anonymous,EN,1,8921,2,0,4,4,2,4,4,4,3,"2,4",4,3,3,2,,,,,,,,,
2024-03-16 15:23:24,2024-03-16 15:28:14,0,129.97.124.24,100,290,1,2024-03-16 15:28:15,R_7OUMMqEnkF6fjOw,,,,,43.474,-80.554,anonymous,EN,1,8921,3,4,4,4,3,5,4,4,3,5,4,4,3,1,"The secondary task made me to focus more on the traffic surrounding, it was really demanding and hard to keep when the car on the side showed signs of weird behavior.",,,,,,,,
2024-03-16 15:39:44,2024-03-16 15:42:28,0,129.97.124.24,100,164,1,2024-03-16 15:42:29,R_7PdXMsx2CbTHLkt,,,,,43.474,-80.554,anonymous,EN,1,8921,4,4,5,4,1,5,5,3,4,,4,4,3,1,"I didn't really notice the obstacle at first, so the signals were really helpful",,,,,,,,
2024-03-16 16:44:52,2024-03-16 16:47:58,0,129.97.124.24,100,185,1,2024-03-16 16:47:59,R_2F6fZ3njNjvrjUJ,,,,,43.474,-80.554,anonymous,EN,1,2768,1,0,3,4,3,3,2,4,2,4,3,2,4,1,I felt the audio effect did not raise the urgency of the situation enough,,,,,,,,
2024-03-16 16:55:42,2024-03-16 16:58:34,0,129.97.124.24,100,172,1,2024-03-16 16:58:34,R_1FKBudnUc6qCdKi,,,,,43.474,-80.554,anonymous,EN,1,2768,2,0,5,4,2,5,5,3,5,"3,4",3,4,4,1,Alert warned me before i saw the car in front come to a stop. Helped me understand the situation,,,,,,,,
2024-03-16 17:07:01,2024-03-16 17:09:21,0,129.97.124.24,100,140,1,2024-03-16 17:09:22,R_3KIwE82HtRl1S0Z,,,,,43.474,-80.554,anonymous,EN,1,2768,3,4,3,1,5,1,1,2,3,,3,1,3,1,Alert sounded differently compared to the previous two scenarios. Did not understand what it wanted me to do,,,,,,,,
2024-03-16 17:19:46,2024-03-16 17:24:45,0,129.97.124.24,100,298,1,2024-03-16 17:24:45,R_7E6Dx4ufNrdLRJs,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,2768,4,4,4,4,1,5,5,3,4,,3,4,4,1,,2,1,4,2,5,5,2,More sense of urgency
2024-03-18 12:31:39,2024-03-18 12:34:25,0,129.97.124.25,100,166,1,2024-03-18 12:34:26,R_3jyIkd75553oovf,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,3245,1,0,4,4,2,3,3,3,2,,4,3,4,1,,,,,,,,,
2024-03-18 12:44:23,2024-03-18 12:46:43,0,129.97.124.25,100,140,1,2024-03-18 12:46:44,R_5ykIb2EIkYawaEX,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3245,2,0,3,4,3,3,4,3,3,,4,3,1,1,,,,,,,,,
2024-03-18 12:55:19,2024-03-18 12:58:16,0,129.97.124.25,100,177,1,2024-03-18 12:58:17,R_2tDgz4QvQvff9hD,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3245,3,4,4,4,2,5,4,1,4,"3,4",5,5,3,1,,,,,,,,,
2024-03-18 13:09:14,2024-03-18 13:16:11,0,129.97.124.25,100,416,1,2024-03-18 13:16:11,R_3F2RDFQtFTUU2Oc,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3245,4,5,5,5,2,5,4,1,4,"1,2,4",4,5,4,1,,4,1,5,1,4,3,2,"First seemed like a small warning, while second was more demanding"
2024-03-18 14:34:56,2024-03-18 14:38:03,0,129.97.124.25,100,186,1,2024-03-18 14:38:04,R_7f26VOJvGphKOIG,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,6795,1,2,3,2,4,3,4,4,2,,3,2,4,1,I processed the visual of the car before the alert began. I could not easily read the alert.,,,,,,,,
2024-03-18 14:46:44,2024-03-18 14:49:09,0,129.97.124.25,100,144,1,2024-03-18 14:49:09,R_19uywOsS31wi7OV,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,6795,2,1,4,4,2,5,4,4,4,5,4,4,4,1,"Sound alert was helpful, but visual not so much as I was not actively looking at the dashboard.",,,,,,,,
2024-03-18 14:57:33,2024-03-18 14:59:12,0,129.97.124.25,100,98,1,2024-03-18 14:59:13,R_7PB60IqBvurUYuj,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,6795,3,4,5,4,1,5,5,3,4,4,4,4,4,1,,,,,,,,,
2024-03-18 15:10:15,2024-03-18 15:16:21,0,129.97.124.25,100,366,1,2024-03-18 15:16:22,R_1JLb0kgGs5U8gww,,,,,43.474,-80.554,anonymous,EN,0.699999988079071,6795,4,4,3,4,4,3,4,3,2,4,4,4,5,1,,4,1,4,3,3,5,1,Second one felt more urgent and anxiety provoking.
2024-03-18 20:13:26,2024-03-18 20:16:14,0,129.97.124.15,100,167,1,2024-03-18 20:16:15,R_78vQDA5u2Kyr9yp,,,,,43.474,-80.554,anonymous,EN,1,4198,1,1,4,3,2,3,4,4,3,1,3,4,2,2,It handled turns a little poorly so i took over,,,,,,,,
2024-03-18 20:24:53,2024-03-18 20:26:33,0,129.97.124.15,100,100,1,2024-03-18 20:26:34,R_5EeP4wwAU7DYf6x,,,,,43.474,-80.554,anonymous,EN,1,4198,2,3,4,2,4,3,2,4,2,5,2,3,1,3,,,,,,,,,
2024-03-18 20:35:06,2024-03-18 20:36:37,0,129.97.124.15,100,91,1,2024-03-18 20:36:38,R_5cosKs78HHhnZle,,,,,43.474,-80.554,anonymous,EN,1,4198,3,3,4,4,3,5,4,3,2,4,3,4,3,1,,,,,,,,,
2024-03-18 20:47:44,2024-03-18 20:54:09,0,129.97.124.15,100,385,1,2024-03-18 20:54:10,R_5WpWsf2t5NG3ooF,,,,,43.474,-80.554,anonymous,EN,1,4198,4,3,5,4,2,5,4,4,3,,3,4,2,1,"I thought it was timed very well however having to use brakes to shut off adaptive cruise controll is funky. Even when i used ACC in real life it takes time to getting used to turning off acc with the brake. I feel this might cause accidents to those who dont understand it ",3,2,1,2,1,4,1,It was quicker in my opinion
2024-03-19 17:13:10,2024-03-19 17:18:12,0,129.97.124.10,100,302,1,2024-03-19 17:18:13,R_12xbMcRLze87dLv,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5368,1,0,5,5,2,5,5,5,4,4,4,5,5,1,I realized I need to take control before the alert due to the viewing of the situation. Maybe the timing of control can be slightly earlier,,,,,,,,
2024-03-19 17:26:02,2024-03-19 17:29:02,0,129.97.124.10,100,179,1,2024-03-19 17:29:02,R_5t4eI2d2x08BPj4,,,,,43.474,-80.554,anonymous,EN,1,5368,2,2,5,4,2,1,4,3,4,"3,4",4,4,5,1,,,,,,,,,
2024-03-19 17:38:20,2024-03-19 17:42:46,0,129.97.124.10,100,266,1,2024-03-19 17:42:46,R_1C16o1yiMIVB8OM,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5368,3,1,4,4,1,1,2,4,5,5,4,5,5,1,"The sound helps to make me aware of the situation but the timing of alarm wasn’t enough to do something. The phone task digitation was easy, but in a real case I would send audios messages or use the word option from the keyboard.",,,,,,,,
2024-03-19 17:55:28,2024-03-19 18:04:14,0,129.97.124.10,100,526,1,2024-03-19 18:04:15,R_20BenXUZAWBXeDv,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5368,4,2,5,2,4,3,2,3,4,,4,5,5,1,The sound was good to keep my attention on the streets but I didn’t know what was happening.,3,1,3,2,1,5,1,"It sounds more like urgent the other one sounds more like a alarm clock "
2024-03-20 11:51:01,2024-03-20 11:53:22,0,129.97.124.28,100,140,1,2024-03-20 11:53:23,R_1KrsULaeAYtYfzS,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3701,1,0,4,4,2,5,4,4,2,,2,3,3,2,,,,,,,,,
2024-03-20 12:01:23,2024-03-20 12:02:50,0,129.97.124.28,100,87,1,2024-03-20 12:02:51,R_6NIkDxntMuj05wJ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3701,2,3,4,4,2,5,4,4,4,5,3,4,4,1,,,,,,,,,
2024-03-20 12:11:04,2024-03-20 12:12:59,0,129.97.124.28,100,114,1,2024-03-20 12:12:59,R_7ymOKq5OQEBh2Mh,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3701,3,4,5,4,1,5,4,3,4,"3,4",3,4,3,1,"

Timing was good, got rear ended cause dostracted by moose and forgot about other cars",,,,,,,,
2024-03-20 12:21:35,2024-03-20 12:28:06,0,129.97.124.28,100,391,1,2024-03-20 12:28:07,R_3fduLhMljrRPlKr,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3701,4,3,1,1,1,2,1,3,1,"1,2",3,1,1,1,Alert didnt go off at highway construction,4,2,4,4,4,4,1,Still grabbed my attention in tiemly manner but the sound didnt annoy me as much as the second one. Would get tired of hesring the second alarm after a couple of times
2024-03-20 14:26:57,2024-03-20 14:29:41,0,129.97.124.28,100,163,1,2024-03-20 14:29:42,R_6gOwTIlKpa6gs18,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7213,1,0,3,4,3,5,4,4,3,"2,3,4",4,3,2,1,,,,,,,,,
2024-03-20 14:38:39,2024-03-20 14:40:41,0,129.97.124.28,100,121,1,2024-03-20 14:40:41,R_2YLGk16eNgx6qWz,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7213,2,0,4,4,2,3,4,4,3,,3,4,3,1,,,,,,,,,
2024-03-20 14:48:50,2024-03-20 14:51:14,0,129.97.124.28,100,143,1,2024-03-20 14:51:15,R_1AWE2J6wqKnuEvj,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7213,3,3,3,4,4,3,2,4,2,4,4,3,2,1,Alert was a bit late,,,,,,,,
2024-03-20 14:57:34,2024-03-20 15:03:39,0,129.97.124.28,100,364,1,2024-03-20 15:03:40,R_7LZgKu7BzOaSjlL,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7213,4,3,4,4,2,5,4,4,3,2,4,4,3,1,,2,1,1,1,3,3,3,
2024-03-20 16:44:09,2024-03-20 16:57:01,0,129.97.124.28,100,771,1,2024-03-20 16:57:01,R_2ZfKXDNZkzyBRn3,,,,,43.474,-80.554,anonymous,EN,0.5,4532,1,0,5,5,1,5,5,3,4,,5,5,5,1,,,,,,,,,
2024-03-20 16:57:09,2024-03-20 17:06:56,0,129.97.124.28,100,587,1,2024-03-20 17:06:57,R_3q8krD0sqjo4Uik,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,4532,2,0,5,5,1,5,5,4,4,5,4,5,5,1,,,,,,,,,
2024-03-20 17:16:01,2024-03-20 17:17:56,0,129.97.124.28,100,114,1,2024-03-20 17:17:56,R_3zuu6nrpxTIarlM,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,4532,3,3,5,5,1,5,5,3,5,"3,4",4,5,5,1,,,,,,,,,
2024-03-20 17:28:54,2024-03-20 17:37:53,0,129.97.124.28,100,539,1,2024-03-20 17:37:53,R_3fa1lR9DnbzyWcO,,,,,43.474,-80.554,anonymous,EN,0.5,4532,4,3,5,5,1,5,5,4,4,"1,4",4,5,5,1,"Over the scenarios I started to feel more confident with the auto pilot ",5,1,5,2,1,5,1,"I get used for the first alert over the scenarios so I hear this sound I knew that I should be alert "
2024-03-21 14:25:36,2024-03-21 14:30:15,0,129.97.124.5,100,278,1,2024-03-21 14:30:16,R_7LcKQLmTk0O9vIq,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5936,1,0,2,3,4,5,3,4,2,,3,3,4,1,,,,,,,,,
2024-03-21 14:38:20,2024-03-21 14:41:38,0,129.97.124.5,100,197,1,2024-03-21 14:41:38,R_1IbLXmqGSSBVd1m,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5936,2,2,5,5,2,5,5,4,4,4,3,4,4,2,,,,,,,,,
2024-03-21 14:51:05,2024-03-21 14:54:57,0,129.97.124.5,100,232,1,2024-03-21 14:54:57,R_83VgMIm7LjZzajD,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5936,3,4,5,5,2,3,3,5,3,,3,4,3,1,,,,,,,,,
2024-03-21 15:02:11,2024-03-21 15:10:59,0,129.97.124.5,100,528,1,2024-03-21 15:10:59,R_3XspbX9zUN1njep,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5936,4,4,5,5,2,5,5,4,2,,3,4,3,1,,3,1,4,1,5,4,2,It felt more urgent
2024-03-22 12:20:43,2024-03-22 12:23:48,0,129.97.124.8,100,184,1,2024-03-22 12:23:48,R_3NQU2K999KQQmPQ,,,,,43.474,-80.554,anonymous,EN,0.699999988079071,3265,1,0,3,4,2,3,2,4,3,,4,4,4,1,"I would perfer them to be slightly earlier. ",,,,,,,,
2024-03-22 12:32:27,2024-03-22 12:35:57,0,129.97.124.8,100,209,1,2024-03-22 12:35:57,R_1OjoePJR8NbpcCR,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3265,2,0,2,2,5,3,2,4,1,5,2,3,4,1,Im finding that im ahead of the alerts and they are secondary to what is happening when im driving,,,,,,,,
2024-03-22 12:44:19,2024-03-22 12:46:59,0,129.97.124.8,100,160,1,2024-03-22 12:47:00,R_1PyGJWie4I8LYpx,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3265,3,1,5,5,5,3,5,3,4,4,5,5,5,1,I relied entirely on the sound to alert me and not on any visual messages,,,,,,,,
2024-03-22 12:58:40,2024-03-22 13:06:42,0,129.97.124.8,100,481,1,2024-03-22 13:06:42,R_7w4DQylPKNQwDEl,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3265,4,1,5,4,2,3,4,3,4,4,4,4,4,1,"Still rely on the sound before any visual alert and had alreqdy taken control before the alerts came on. ",2,1,2,1,2,5,3,
2024-03-23 15:15:02,2024-03-23 15:20:44,0,129.97.124.8,100,341,1,2024-03-23 15:20:45,R_1YPJPiyzsA3kshl,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5490,1,0,5,2,4,3,2,2,4,4,5,2,2,2,"It did not give me enough information to be able to react, I wasn't informed of what the alert meant and by instict juat kept driving and changed lanes to avoid the road block. ",,,,,,,,
2024-03-23 15:28:40,2024-03-23 15:31:42,0,129.97.124.8,100,182,1,2024-03-23 15:31:43,R_2unLI3VbVyVlWpz,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5490,2,0,5,4,4,1,1,2,4,,5,2,1,2,I was feeling sleepy and the alert brought me back to the road,,,,,,,,
