FrontCollision,Collision,ObservedHiddenObject,SA_HiddenObj-1 - Split 1,SA_HiddenObj-1 - Split 2,SA_HiddenObj-1 - Split 3,participant_ID,scenario,group,Sim_freq,Appointment Date,scenario_order,design,secondaryTask,test_start_datetime,participant_ID-1,design-1,scenario-1,scenario_order-1,test_start_date_time,test_start_datetime-1,triggerID,triggerBeginSTEP,triggerBeginDatetime,triggerLastSTEP,triggerLastDatetime,participant_ID-2,group-1,design-2,scenario-3,Max_Brake_Acceleration,Max_lateral_Acceleration_Neg,Max_lateral_Acceleration_Pos,Min_front_Distance,Error_from_LaneCenter,AP_Off_Step,Takeover_Before_Alert,AEBMinDistance,AEBMinTimeThreshold,collisions,Participant_ID-1,Scenario-1,SecondaryTask-1,AlertEffectiveness-1,Understandability-1,Comprehension-1,Timing-1,SA_takeover-1,SA_traffic-1,SA_overall-1,SA_HiddenObj-1,Trust-1,Satisfaction_Overall-1,Confidence-1,Annoyance-1,Feedback-1,Perception1_urgency-1,Perception1_annoy-1,Perception2_urgency-1,Perception2_annoy-1,CompareEffective-1,CutomizableAlert-1,ComparedPreferAlert-1,PreferenceReason-1,Participant_ID,Scenario,SecondaryTask,AlertEffectiveness,Understandability,Comprehension,Timing,SA_takeover,SA_traffic,SA_overall,SA_HiddenObj,Trust,Satisfaction_Overall,Confidence,Annoyance,Feedback,Perception1_urgency,Perception1_annoy,Perception2_urgency,Perception2_annoy,CompareEffective,CutomizableAlert,ComparedPreferAlert,PreferenceReason,scenario_no,secondaryTask2,expGroup,Groups,CorrectHiddenObject,scenario_no-1,participant_ID-3,scenario-2,collisionTimeAfterTakeover(s)
,,True,A Moose,,,3678,A1,Dynamic,1000,2024-03-09 10:00:00 a.m.,1st Scenario,Y,0,2024-03-09 3:22:16 p.m.,3678,Y,A1,1st Scenario,1709997736,2024-03-09 3:22:16 p.m.,2,530463,,537741,,3678,Dynamic,Y,A1,-0.72649051,0.02972424,0.06755556,64.09753258,-1.6696019,528235,True,2.28248008,10,0,3678,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Neither agree nor disagree,Just right,Somewhat agree,Very aware,Slightly,A Moose,,Somewhat disatisfied,Moderately confident,Slightly annoying,Felt unnecessary because the takeover alerts were due to my inputs.,,,,,,,,,3678,1,0,3,4,3,5,4,4,2,4,,2,3,2,Felt unnecessary because the takeover alerts were due to my inputs.,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,True,Car Crashes,A Fire Truck,A Moose,3678,A2,Dynamic,1000,2024-03-09 10:00:00 a.m.,2nd Scenario,Y,0,2024-03-09 3:34:48 p.m.,3678,Y,A2,2nd Scenario,1709998488,2024-03-09 3:34:48 p.m.,2,398383,,408382,,3678,Dynamic,Y,A2,-0.85537994,5.934e-05,0.00350571,1.35376395,-0.38283127,386383,True,-1.63654423,1.00004753,0,3678,2nd Scenario,Demanding,4,Neither agree nor disagree,Neither agree nor disagree,Just right,Somewhat disagree,Somewhat aware,Moderately,"Car Crashes,A Fire Truck,A Moose",,Somewhat disatisfied,Somewhat confident,Moderately annoying,"Had to brake due to the acc and was confused when the restraints pulled on me. Made me feep a little dizzy because of the brakint feedback, so probably less aware due to this",,,,,,,,,3678,2,4,4,3,3,5,2,2,3,"1,3,4",,2,2,3,"Had to brake due to the acc and was confused when the restraints pulled on me. Made me feep a little dizzy because of the brakint feedback, so probably less aware due to this",,,,,,,,,2,0,Dynamic,Dynamic,A Fire Truck,2,,,
,,False,,,,3678,A3,Dynamic,1000,2024-03-09 10:00:00 a.m.,3rd Scenario,X,H,2024-03-09 3:44:07 p.m.,3678,X,A3,3rd Scenario,1709999047,2024-03-09 3:44:07 p.m.,3,512573,,522572,,3678,Dynamic,X,A3,-0.72244388,-0.1745173,-0.01865181,34.95664281,-1.52119086,513449,False,18.62753201,10,0,3678,3rd Scenario,Demanding,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Somewhat aware,Moderately,,,Somewhat satisfied,Moderately confident,Slightly annoying,The sound was more useful than thr dash indicator. Still dizzy but the alert helpede see the merging truck,,,,,,,,,3678,3,4,4,4,2,5,4,2,3,,,4,3,2,The sound was more useful than thr dash indicator. Still dizzy but the alert helpede see the merging truck,,,,,,,,,3,H,Dynamic,Dynamic,A Cyclist,3,,,
,,False,,,,3678,A4,Dynamic,1000,2024-03-09 10:00:00 a.m.,4th Scenario,X,H,2024-03-09 3:55:45 p.m.,3678,X,A4,4th Scenario,1709999745,2024-03-09 3:55:45 p.m.,3,340792,,344253,,3678,Dynamic,X,A4,-0.46209267,0.06787381,0.07844385,151,-1.6641676,342973,False,-1.99318612,10,0,3678,4th Scenario,Demanding,3,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Not aware at all,Slightly,,,Somewhat satisfied,Moderately confident,Slightly annoying,"Still dizzy, appropriately timed so i saw the police car, the dash message contained some good information",2,2,2,1,Somewhat the first alert,4,The second alert,"I dont like to be froghtened while driving, calm is always better",3678,4,4,3,4,2,5,4,1,2,,,4,3,2,"Still dizzy, appropriately timed so i saw the police car, the dash message contained some good information",2,2,2,1,2,4,2,"I dont like to be froghtened while driving, calm is always better",4,H,Dynamic,Dynamic,An Ambulance,4,,,
,,True,Car Crashes,An Ambulance,A Moose,4385,A1,Dynamic,1000,2024-03-09 1:00:00 p.m.,1st Scenario,Y,0,2024-03-09 6:19:08 p.m.,4385,Y,A1,1st Scenario,1710008348,2024-03-09 6:19:08 p.m.,2,556443,,566441,,4385,Dynamic,Y,A1,,0.01330385,0.04157087,102.90419189,-1.41932321,560915,False,-1.60535008,10,0,4385,1st Scenario,I did not complete the secondary task,2,Somewhat disagree,Somewhat disagree,Just right,Somewhat disagree,Very aware,Slightly,"Car Crashes,An Ambulance,A Moose",,Somewhat disatisfied,Very confident,Not annoying at all,Stay vigilant was unclear what it meant,,,,,,,,,4385,1,0,2,2,4,5,2,4,2,"1,2,4",,2,4,1,Stay vigilant was unclear what it meant,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,True,A Cyclist,,,4385,A3,Dynamic,1000,2024-03-09 1:00:00 p.m.,2nd Scenario,Y,0,2024-03-09 6:31:42 p.m.,4385,Y,A3,2nd Scenario,1710009102,2024-03-09 6:31:42 p.m.,,,,,,,,,,,,,,,,,,,,4385,2nd Scenario,I did not complete the secondary task,,,,,,Very aware,,A Cyclist,,,,,,,,,,,,,,4385,2,0,,,,,,4,,5,,,,,,,,,,,,,,3,0,Dynamic,Dynamic,A Cyclist,3,,,
,,False,Car Crashes,A Moose,,4385,A2,Dynamic,1000,2024-03-09 1:00:00 p.m.,3rd Scenario,X,H,2024-03-09 6:43:53 p.m.,4385,X,A2,3rd Scenario,1710009833,2024-03-09 6:43:53 p.m.,3,401063,,409669,,4385,Dynamic,X,A2,-0.34115378,-0.15709255,-0.09126022,29.8457532,-1.59739368,389063,True,-1.4075442,1.06126663,0,4385,3rd Scenario,Moderate,3,Somewhat agree,Somewhat disagree,Just right,Somewhat agree,Very aware,Moderately,"Car Crashes,A Moose",,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,4385,3,3,3,4,4,5,4,4,3,"1,4",,4,4,1,,,,,,,,,,2,H,Dynamic,Dynamic,A Fire Truck,2,,,
,,False,Car Crashes,,,4385,A4,Dynamic,1000,2024-03-09 1:00:00 p.m.,4th Scenario,X,H,2024-03-09 6:53:26 p.m.,4385,X,A4,4th Scenario,1710010406,2024-03-09 6:53:26 p.m.,3,373593,,383591,,4385,Dynamic,X,A4,-0.48652054,-0.02231081,0.06684935,37.92483992,-1.00884348,361593,False,36.75817466,1.42915746,0,4385,4th Scenario,Easy,3,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Slightly,Car Crashes,,Somewhat satisfied,Moderately confident,Not annoying at all,,2,2,1,2,Definitely the first alert,3,The first alert,,4385,4,2,3,4,2,5,4,4,2,1,,4,3,1,,2,2,1,2,1,3,1,,4,H,Dynamic,Dynamic,An Ambulance,4,,,
,,False,,,,8093,A4,Single - Strong,1000,2024-03-09 3:00:00 p.m.,1st Scenario,X,0,2024-03-09 8:28:48 p.m.,8093,X,A4,1st Scenario,1710016128,2024-03-09 8:28:48 p.m.,3,313233,,318483,,8093,Single - Strong,X,A4,-0.19309497,0.04862734,0.05765019,151,-1.21169548,316733,False,-1.11744553,10,0,8093,1st Scenario,I did not complete the secondary task,4,Strongly agree,Strongly agree,Slightly late,Strongly agree,Moderately aware,Moderately,,,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,,8093,1,0,4,5,1,3,5,3,3,,,5,4,1,,,,,,,,,,4,0,Single,Strong,An Ambulance,4,,,
,,False,,,,8093,A3,Single - Strong,1000,2024-03-09 3:00:00 p.m.,2nd Scenario,X,0,2024-03-09 8:40:40 p.m.,8093,X,A3,2nd Scenario,1710016840,2024-03-09 8:40:40 p.m.,3,403913,,413912,,8093,Single - Strong,X,A3,,-0.07435188,-0.00407824,151,-1.64387268,405604,False,-5.9370141,10,0,8093,2nd Scenario,Extremely Easy,2,Somewhat agree,Somewhat disagree,Slightly late,Somewhat disagree,Very aware,Moderately,,,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,8093,2,1,2,4,4,3,2,4,3,,,4,4,1,,,,,,,,,,3,0,Single,Strong,A Cyclist,3,,,
,,False,A Moose,,,8093,A2,Single - Strong,1000,2024-03-09 3:00:00 p.m.,3rd Scenario,X,H,2024-03-09 8:50:03 p.m.,8093,X,A2,3rd Scenario,1710017403,2024-03-09 8:50:03 p.m.,3,376163,,382905,,8093,Single - Strong,X,A2,-0.24912415,-0.01348863,0.00238076,148.96628444,-1.46967173,379429,False,-0.32333159,10,0,8093,3rd Scenario,Easy,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Moderately aware,Very much,A Moose,,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,8093,3,2,4,4,2,5,4,3,4,4,,4,4,1,,,,,,,,,,2,H,Single,Strong,A Fire Truck,2,,,
,,True,A Moose,,,8093,A1,Single - Strong,1000,2024-03-09 3:00:00 p.m.,4th Scenario,X,H,2024-03-09 9:01:34 p.m.,8093,X,A1,4th Scenario,1710018094,2024-03-09 9:01:34 p.m.,3,501843,,511842,,8093,Single - Strong,X,A1,-0.25045565,,,151,-1.59569725,489843,True,4.74710864,10,0,8093,4th Scenario,Easy,3,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Slightly,A Moose,,Somewhat satisfied,Very confident,Not annoying at all,the moose outside the highway should have triggered some sort of warning,4,1,3,1,Definitely the first alert,5,The first alert,grabs attention more,8093,4,2,3,4,2,5,4,4,2,4,,4,4,1,the moose outside the highway should have triggered some sort of warning,4,1,3,1,1,5,1,grabs attention more,1,H,Single,Strong,A Moose,1,,,
,,False,,,,1982,B4,Dynamic,1000,2024-03-09 5:00:00 p.m.,1st Scenario,Y,0,2024-03-09 10:31:57 p.m.,1982,Y,B4,1st Scenario,1710023517,2024-03-09 10:31:57 p.m.,2,333443,,341608,,1982,Dynamic,Y,B4,-0.3360032,-0.34206761,-0.07139105,91.75251091,-0.93302802,338847,False,-2.39699173,7.62844912,0,1982,1st Scenario,Extremely Demanding,5,Strongly agree,Strongly agree,Slightly late,Somewhat disagree,Moderately aware,Very much,,,Somewhat satisfied,Moderately confident,Slightly annoying,The alert was kind of distracting when I thought I couldve handled the situation better myself.,,,,,,,,,1982,1,5,5,5,1,3,2,3,4,,,4,3,2,The alert was kind of distracting when I thought I couldve handled the situation better myself.,,,,,,,,,4,0,Dynamic,Dynamic,An Ambulance,4,,,
,,True,Car Crashes,A Fire Truck,A Moose,1982,B2,Dynamic,1000,2024-03-09 5:00:00 p.m.,2nd Scenario,Y,0,2024-03-09 10:40:21 p.m.,1982,Y,B2,2nd Scenario,1710024021,2024-03-09 10:40:21 p.m.,2,522903,,532358,,1982,Dynamic,Y,B2,-0.00076271,-0.00072566,0.00065091,41.98796486,-0.30987455,528804,False,41.96361375,1.00001456,0,1982,2nd Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Slightly,"Car Crashes,A Fire Truck,A Moose",,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,1982,2,3,5,5,1,5,5,4,2,"1,3,4",,4,4,1,,,,,,,,,,2,0,Dynamic,Dynamic,A Fire Truck,2,,,
,,True,A Cyclist,,,1982,B3,Dynamic,1000,2024-03-09 5:00:00 p.m.,3rd Scenario,X,H,2024-03-09 10:52:11 p.m.,1982,X,B3,3rd Scenario,1710024731,2024-03-09 10:52:11 p.m.,3,499523,,509732,,1982,Dynamic,X,B3,-0.39508806,-0.00857826,0.08640752,32.45636957,-0.56500775,501327,False,15.16481304,10,0,1982,3rd Scenario,Extremely Demanding,5,Strongly agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,A Cyclist,,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,1982,3,5,5,5,2,5,4,4,3,5,,4,4,1,,,,,,,,,,3,H,Dynamic,Dynamic,A Cyclist,3,,,
,,True,Car Crashes,An Ambulance,A Moose,1982,B1,Dynamic,1000,2024-03-09 5:00:00 p.m.,4th Scenario,X,H,2024-03-09 11:03:37 p.m.,1982,X,B1,4th Scenario,1710025417,2024-03-09 11:03:37 p.m.,3,505453,,515452,,1982,Dynamic,X,B1,,-0.02628994,0.01675814,143.74008582,-1.58887895,498346,True,3.0672316,10,0,1982,4th Scenario,Extremely Demanding,5,Somewhat agree,Somewhat agree,Slightly late,Neither agree nor disagree,Extremely aware,Slightly,"Car Crashes,An Ambulance,A Moose",,Somewhat satisfied,Extremely confident,Not annoying at all,,4,1,1,1,Definitely the first alert,5,The first alert,The first alert sounded more urgent and important because of the repetitive nature. But I would like to customize the settings for different alert situations.,1982,4,5,5,4,2,3,3,5,2,"1,2,4",,4,5,1,,4,1,1,1,1,5,1,The first alert sounded more urgent and important because of the repetitive nature. But I would like to customize the settings for different alert situations.,1,H,Dynamic,Dynamic,A Moose,1,,,
,,False,Car Crashes,,,4578,A1,Dynamic,1000,2024-03-09 7:00:00 p.m.,1st Scenario,Y,0,2024-03-10 12:24:54 a.m.,4578,Y,A1,1st Scenario,1710030294,2024-03-10 12:24:54 a.m.,2,518742,,528742,,4578,Dynamic,Y,A1,,0.00186565,0.00330435,27.68949023,-2.33348273,524508,False,2.19195081,10,0,4578,1st Scenario,I did not complete the secondary task,3,Strongly agree,Somewhat agree,Slightly late,Somewhat agree,Somewhat aware,Very much,Car Crashes,,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,,4578,1,0,3,5,2,3,4,2,4,1,,4,3,1,,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,True,A Cyclist,,,4578,A3,Dynamic,1000,2024-03-09 7:00:00 p.m.,2nd Scenario,Y,0,2024-03-10 12:36:41 a.m.,4578,Y,A3,2nd Scenario,1710031001,2024-03-10 12:36:41 a.m.,2,434403,,454642,,4578,Dynamic,Y,A3,-0.48557537,-0.02828807,0.07322549,21.94034551,-1.53978312,435974,False,15.8054018,10,0,4578,2nd Scenario,I did not complete the secondary task,3,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Moderately aware,Moderately,A Cyclist,,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,,4578,2,0,3,4,2,5,4,3,3,5,,4,3,1,,,,,,,,,,3,0,Dynamic,Dynamic,A Cyclist,3,,,
,,True,A Fire Truck,A Moose,,4578,A2,Dynamic,1000,2024-03-09 7:00:00 p.m.,3rd Scenario,X,H,2024-03-10 12:55:18 a.m.,4578,X,A2,3rd Scenario,1710032118,2024-03-10 12:55:18 a.m.,3,354573,,360694,,4578,Dynamic,X,A2,-0.51223465,-0.02842219,-0.00197705,43.14393131,-1.96505412,359480,False,17.6813128,10,0,4578,3rd Scenario,Demanding,5,Somewhat agree,Strongly disagree,Just right,Somewhat disagree,Not aware at all,Slightly,"A Fire Truck,A Moose",,Somewhat satisfied,Somewhat confident,Not annoying at all,,,,,,,,,,4578,3,4,5,4,5,5,2,1,2,"3,4",,4,2,1,,,,,,,,,,2,H,Dynamic,Dynamic,A Fire Truck,2,,,
,,True,An Ambulance,,,4578,A4,Dynamic,1000,2024-03-09 7:00:00 p.m.,4th Scenario,X,H,2024-03-10 1:04:20 a.m.,4578,X,A4,4th Scenario,1710032660,2024-03-10 1:04:20 a.m.,3,338733,,348732,,4578,Dynamic,X,A4,-0.5716329,,,55.03169899,-0.46281689,341010,False,-1.2026304,10,0,4578,4th Scenario,Extremely Demanding,5,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Not aware at all,Slightly,An Ambulance,,Somewhat satisfied,Somewhat confident,Not annoying at all,,5,1,5,1,Definitely the first alert,5,The first alert,,4578,4,5,5,4,2,5,4,1,2,2,,4,2,1,,5,1,5,1,1,5,1,,4,H,Dynamic,Dynamic,An Ambulance,4,,,
,,True,An Ambulance,A Moose,,5019,B1,Single - Soft,1000,2024-03-10 12:00:00 p.m.,1st Scenario,Y,0,2024-03-10 5:27:36 p.m.,5019,Y,B1,1st Scenario,1710091656,2024-03-10 5:27:36 p.m.,,,,,,,,,,,,,,,,,,,,5019,1st Scenario,I did not complete the secondary task,,,,,,Moderately aware,,"An Ambulance,A Moose",,,,,,,,,,,,,,5019,1,0,,,,,,3,,"2,4",,,,,,,,,,,,,,1,0,Single,Mild,A Moose,1,,,
,,True,A Cyclist,,,5019,B3,Single - Soft,1000,2024-03-10 12:00:00 p.m.,2nd Scenario,Y,0,2024-03-10 5:42:06 p.m.,5019,Y,B3,2nd Scenario,1710092526,2024-03-10 5:42:06 p.m.,2,419093,,424528,,5019,Single - Soft,Y,B3,-0.78437864,-0.0277612,-0.00617249,151,-1.02240797,422833,False,-5.23939681,10,0,5019,2nd Scenario,Moderate,4,Somewhat agree,Strongly agree,Too late,Somewhat agree,Somewhat aware,Slightly,A Cyclist,,Somewhat satisfied,Moderately confident,Not annoying at all,"The alert system was effective, it was just too late.",,,,,,,,,5019,2,3,4,4,1,1,4,2,2,5,,4,3,1,"The alert system was effective, it was just too late.",,,,,,,,,3,0,Single,Mild,A Cyclist,3,,,
,,True,A Fire Truck,A Moose,,5019,B2,Single - Soft,1000,2024-03-10 12:00:00 p.m.,3rd Scenario,Y,H,2024-03-10 5:52:13 p.m.,5019,Y,B2,3rd Scenario,1710093133,2024-03-10 5:52:13 p.m.,2,361913,,368179,,5019,Single - Soft,Y,B2,-0.56948239,-0.01422287,0.10160601,50.35692292,-1.352908,366406,False,5.54204631,10,0,5019,3rd Scenario,Easy,5,Strongly agree,Neither agree nor disagree,Just right,Strongly agree,Moderately aware,Very much,"A Fire Truck,A Moose",,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,5019,3,2,5,5,3,5,5,3,4,"3,4",,4,4,1,,,,,,,,,,2,H,Single,Mild,A Fire Truck,2,,,
,,True,An Ambulance,,,5019,B4,Single - Soft,1000,2024-03-10 12:00:00 p.m.,4th Scenario,Y,H,2024-03-10 6:00:59 p.m.,5019,Y,B4,4th Scenario,1710093659,2024-03-10 6:00:59 p.m.,2,303513,,313512,,5019,Single - Soft,Y,B4,,-0.01450297,0.0277851,151,-1.35980787,306261,False,-0.3145647,10,0,5019,4th Scenario,Extremely Easy,5,Somewhat agree,Strongly agree,Just right,Strongly agree,Somewhat aware,Very much,An Ambulance,,Strongly satisfied,Extremely confident,Not annoying at all,,5,2,5,4,Both equally,3,The first alert,The first is attention capturing but less annoying,5019,4,1,5,4,1,5,5,2,4,2,,5,5,1,,5,2,5,4,3,3,1,The first is attention capturing but less annoying,4,H,Single,Mild,An Ambulance,4,,,
1,,True,An Ambulance,A Fire Truck,,8564,A4,Single - Strong,1000,2024-03-10 3:00:00 p.m.,1st Scenario,X,0,2024-03-10 8:37:08 p.m.,8564,X,A4,1st Scenario,1710103028,2024-03-10 8:37:08 p.m.,3,398183,,404662,,8564,Single - Strong,X,A4,-0.79545154,0.03308119,0.03951928,79.43937527,-0.46779728,404169,False,-1.35579103,10,0,8564,1st Scenario,Moderate,4,Strongly agree,Neither agree nor disagree,Slightly late,Somewhat agree,Moderately aware,Moderately,"An Ambulance,A Fire Truck",,Somewhat satisfied,Moderately confident,Slightly annoying,,,,,,,,,,8564,1,3,4,5,3,3,4,3,3,"2,3",,4,3,2,,,,,,,,,,4,0,Single,Strong,An Ambulance,4,8564,A4,2.678
,,False,A Fire Truck,,,8564,A3,Single - Strong,1000,2024-03-10 3:00:00 p.m.,2nd Scenario,X,0,2024-03-10 8:47:35 p.m.,8564,X,A3,2nd Scenario,1710103655,2024-03-10 8:47:35 p.m.,3,477482,,487482,,8564,Single - Strong,X,A3,-0.2325697,-0.03847339,-0.00138809,20.91034572,-1.67919529,478740,False,13.70190144,10,0,8564,2nd Scenario,Easy,5,Strongly agree,Somewhat agree,Just right,Strongly agree,Very aware,Very much,A Fire Truck,,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,,8564,2,2,5,5,2,5,5,4,4,3,,5,4,1,,,,,,,,,,3,0,Single,Strong,A Cyclist,3,,,
,,False,Car Crashes,,,8564,A2,Single - Strong,1000,2024-03-10 3:00:00 p.m.,3rd Scenario,X,H,2024-03-10 8:57:52 p.m.,8564,X,A2,3rd Scenario,1710104272,2024-03-10 8:57:52 p.m.,3,416813,,424283,,8564,Single - Strong,X,A2,-0.36714601,-0.03745327,-0.03280866,33.50325226,-0.2944921,423000,False,1.98857069,1.0211796,0,8564,3rd Scenario,Demanding,4,Strongly agree,Somewhat agree,Slightly late,Somewhat disagree,Very aware,Moderately,Car Crashes,,Somewhat disatisfied,Very confident,Slightly annoying,Instead of th system prompting take control and driver pressing break can it grant control automatically after the alert,,,,,,,,,8564,3,4,4,5,2,3,2,4,3,1,,2,4,2,Instead of th system prompting take control and driver pressing break can it grant control automatically after the alert,,,,,,,,,2,H,Single,Strong,A Fire Truck,2,,,
,,True,A Moose,,,8564,A1,Single - Strong,1000,2024-03-10 3:00:00 p.m.,4th Scenario,X,H,2024-03-10 9:07:50 p.m.,8564,X,A1,4th Scenario,1710104870,2024-03-10 9:07:50 p.m.,3,618622,,628621,,8564,Single - Strong,X,A1,-0.36196142,0.14692243,0.21520846,112.93849351,-1.57614851,618589,True,2.59392978,10,0,8564,4th Scenario,Moderate,4,Somewhat agree,Somewhat agree,Slightly late,Somewhat disagree,Very aware,Moderately,A Moose,,Strongly disatisfied,Very confident,Not annoying at all,The alert to take control was too late,3,1,1,2,Definitely the first alert,4,The first alert,Alert sound was more clear and comfortable to hear for the first alert. Second alert was a little annoying.,8564,4,3,4,4,2,3,2,4,3,4,,1,4,1,The alert to take control was too late,3,1,1,2,1,4,1,Alert sound was more clear and comfortable to hear for the first alert. Second alert was a little annoying.,1,H,Single,Strong,A Moose,1,,,
1,,False,Car Crashes,,,1843,B4,Dynamic,1000,2024-03-10 8:30:00 p.m.,1st Scenario,Y,0,2024-03-10 11:02:02 p.m.,1843,Y,B4,1st Scenario,1710111722,2024-03-10 11:02:02 p.m.,2,343962,,353962,,1843,Dynamic,Y,B4,,0.01447422,0.01955301,0.71226979,-1.03592278,352122,False,-3.82711208,1.10886325,0,1843,1st Scenario,I did not complete the secondary task,3,Somewhat disagree,Somewhat disagree,Too late,Neither agree nor disagree,Moderately aware,Slightly,Car Crashes,,Somewhat disatisfied,Somewhat confident,Slightly annoying,The alert was a little late ,,,,,,,,,1843,1,0,3,2,4,1,3,3,2,1,,2,2,2,The alert was a little late ,,,,,,,,,4,0,Dynamic,Dynamic,An Ambulance,4,1843,B4,0.746
1,,True,Car Crashes,A Fire Truck,A Moose,1843,B2,Dynamic,1000,2024-03-10 8:30:00 p.m.,2nd Scenario,Y,0,2024-03-10 11:11:03 p.m.,1843,Y,B2,2nd Scenario,1710112263,2024-03-10 11:11:03 p.m.,2,426782,,436781,,1843,Dynamic,Y,B2,-0.310668,-0.00219499,0.00577187,0.6942235,-1.72416481,414782,True,0.0304184,1.00000723,0,1843,2nd Scenario,I did not complete the secondary task,3,Somewhat disagree,Somewhat disagree,Slightly late,Neither agree nor disagree,Moderately aware,Slightly,"Car Crashes,A Fire Truck,A Moose",,Somewhat disatisfied,Moderately confident,Slightly annoying,,,,,,,,,,1843,2,0,3,2,4,3,3,3,2,"1,3,4",,2,3,2,,,,,,,,,,2,0,Dynamic,Dynamic,A Fire Truck,2,1843,B2,43.965
,,False,,,,1843,B3,Dynamic,1000,2024-03-10 8:30:00 p.m.,3rd Scenario,X,H,2024-03-10 11:20:36 p.m.,1843,X,B3,3rd Scenario,1710112836,2024-03-10 11:20:36 p.m.,3,452263,,462262,,1843,Dynamic,X,B3,-0.27128922,-0.13393715,-0.00463771,151,-1.39851575,454558,False,-2.01970053,10,0,1843,3rd Scenario,Moderate,3,Neither agree nor disagree,Somewhat disagree,Slightly late,Somewhat disagree,Somewhat aware,Slightly,,,Somewhat disatisfied,Very confident,Slightly annoying,,,,,,,,,,1843,3,3,3,3,4,3,2,2,2,,,2,4,2,,,,,,,,,,3,H,Dynamic,Dynamic,A Cyclist,3,,,
,,False,Car Crashes,An Ambulance,,1843,B1,Dynamic,1000,2024-03-10 8:30:00 p.m.,4th Scenario,X,H,2024-03-10 11:33:19 p.m.,1843,X,B1,4th Scenario,1710113599,2024-03-10 11:33:19 p.m.,3,377483,,381548,,1843,Dynamic,X,B1,-0.40119782,0.02001879,0.02821627,36.72933452,-1.59077812,378377,False,5.70257927,10,0,1843,4th Scenario,Easy,3,Neither agree nor disagree,Somewhat disagree,Slightly late,Somewhat disagree,Somewhat aware,Slightly,"Car Crashes,An Ambulance",,Neither satisfied nor disatisfied,Moderately confident,Slightly annoying,,4,2,2,3,Definitely the first alert,5,The first alert,Louder and unique ,1843,4,2,3,3,4,3,2,2,2,"1,2",,3,3,2,,4,2,2,3,1,5,1,Louder and unique ,1,H,Dynamic,Dynamic,A Moose,1,,,
,,True,Car Crashes,A Moose,,1152,A1,Dynamic,1000,2024-03-11 12:00:00 p.m.,1st Scenario,Y,0,2024-03-11 5:30:32 p.m.,1152,Y,A1,1st Scenario,1710178232,2024-03-11 5:30:32 p.m.,2,616453,,626451,,1152,Dynamic,Y,A1,,,,17.42297612,-1.70422632,613084,True,0.05932975,10,0,1152,1st Scenario,I did not complete the secondary task,2,Somewhat disagree,Neither agree nor disagree,Too late,Strongly disagree,Very aware,Slightly,"Car Crashes,A Moose",,Somewhat disatisfied,Somewhat confident,Very annoying,I think it was too late and it interruped me when I already decides to change the lane.,,,,,,,,,1152,1,0,2,2,3,1,1,4,2,"1,4",,2,2,4,I think it was too late and it interruped me when I already decides to change the lane.,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,False,,,,1152,A3,Dynamic,1000,2024-03-11 12:00:00 p.m.,2nd Scenario,Y,0,2024-03-11 5:46:13 p.m.,1152,Y,A3,2nd Scenario,1710179173,2024-03-11 5:46:13 p.m.,2,583743,,593742,,1152,Dynamic,Y,A3,-0.88684629,,,32.84190756,-1.5032253,584343,False,32.6915617,10,0,1152,2nd Scenario,I did not complete the secondary task,5,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Extremely aware,Very much,,,Somewhat satisfied,Moderately confident,Not annoying at all,This one was good!,,,,,,,,,1152,2,0,5,4,2,5,4,5,4,,,4,3,1,This one was good!,,,,,,,,,3,0,Dynamic,Dynamic,A Cyclist,3,,,
